token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,repeat_cluster_match_fraction
忽视,206,18,0.4173620382244239,167,0.004671368926251918,0.007953847626887911,4,hūshì,to neglect; to overlook; to disregard; to ignore,Translation,1.0
遗忘,206,18,0.40569733196193997,904,-0.005637540283848608,-0.00948597505452832,7-9,yíwàng,to forget; to cease to think about (sb or sth) anymore,Translation,1.0
迷失,206,18,0.3893437772580587,977,0.01198432739462485,0.019247585773198166,7-9,míshī,to lose (one's bearings); to get lost,Translation,1.0
丢失,206,18,0.3868190614627359,160,-0.009024205978059974,-0.01471703605070815,7-9,diūshī,to lose; to misplace,Translation,0.25
放过,206,18,0.38421226957339377,1179,-0.02156715175610452,-0.035023678924494234,7-9,fàngguò,to let off; to let slip by; to let sb get away with sth,Translation,1.0
错过,206,18,0.38278047524339576,1064,0.013709349259203862,0.021728834776486027,6,cuòguò,"to miss (train, opportunity etc)",Translation,1.0
放下,206,18,0.3610777435538704,1365,-0.013908905005699912,-0.021769323052017814,2,fàngxia,to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc),Translation,1.0
抛开,206,18,0.34761892392775035,689,-0.037385149453673605,-0.05730569267697971,7-9,pāokāi,to throw out; to get rid of,Translation,1.0
脱离,206,18,0.3343298715143059,1310,-0.07369846286489029,-0.11071318917756438,5,tuōlí,to separate oneself from; to break away from; diastasis (medicine); abscission; abjunction (botany),Translation,0.0
白白,206,18,0.32079860006861943,150,-0.022690599808165846,-0.033407763603635565,7-9,báibái,in vain; to no purpose; for nothing; white,Translation,0.5
两岸,207,1,0.0,1225,-0.3239002823829651,0.0,5,liǎng'àn,bilateral; both shores; both sides; both coasts; Taiwan and mainland,Translation,1.0
胳膊,208,76,0.5582131926016624,837,0.143388110776406,0.24503461498940693,7-9,gēbo,arm,Translation,1.0
手臂,208,76,0.5462005424409816,837,0.13280200838145706,0.22639222042948823,7-9,shǒubì,arm; helper,Translation,1.0
脖子,208,76,0.5392751502284275,1101,0.10170290939895976,0.18082839571956955,7-9,bózi,neck,Translation,1.0
嘴唇,208,76,0.537606436490831,1355,0.09978314089756923,0.17749426490887735,7-9,zuǐchún,lip,Translation,1.0
手掌,208,76,0.5277452723031827,713,0.15896510639246186,0.2518379458430927,7-9,shǒuzhǎng,palm,Translation,1.0
鼻子,208,76,0.5250700027565735,967,0.13485654302642514,0.2211536892348369,5,bízi,nose,Translation,1.0
脸颊,208,76,0.5193131574680753,827,0.1249952324917264,0.20637102804610072,7-9,liǎnjiá,cheek,Translation,1.0
肩膀,208,76,0.5190500576001887,10,0.1375949341756587,0.22244939597179003,7-9,jiānbǎng,shoulder,Translation,1.0
舌头,208,76,0.5179634125150686,824,0.0627988607801443,0.11526206853851977,6,shétou,tongue; enemy soldier captured for the purpose of extracting information,Translation,1.0
嘴巴,208,76,0.5136700438173217,1355,0.06977130638674922,0.12546511055266393,4,zuǐba,mouth; slap in the face,Translation,1.0
手指,208,76,0.5117637190163348,837,0.15708550541999078,0.24342197757714015,3,shǒuzhǐ,finger,Translation,1.0
爪子,208,76,0.5073370488857057,402,0.10416133725393084,0.1745259690062513,7-9,zhuǎzi,(animal's) claw,Translation,1.0
腿,208,76,0.5055823263247725,713,0.10850661364395586,0.17996722959430778,2,tuǐ,leg; hip bone; old variant of 腿,Translation,1.0
身子,208,76,0.49936692873105615,10,0.09776293197736352,0.1633749748444143,7-9,shēnzi,body; pregnancy; health,Translation,1.0
脑袋,208,76,0.49641575499235036,967,0.01749183817563893,0.03356868361483821,4,nǎodai,head; skull; brains; mental capability,Translation,1.0
眼睛,208,76,0.4949250380361647,1296,0.025860474523362598,0.04870738087188527,2,yǎnjing,eye,Translation,1.0
耳朵,208,76,0.489359779454648,967,0.09189431200164505,0.1525129383260327,5,ěrduo,ear; handle (on a cup),Translation,1.0
喉咙,208,76,0.4872380097133352,824,0.06638609363858239,0.11462714887812887,7-9,hóulóng,the throat,Translation,1.0
胸膛,208,76,0.4869595988500006,1312,0.09635891754506898,0.15812114419721746,7-9,xiōngtáng,chest,Translation,1.0
膝盖,208,76,0.4763973490327754,837,0.04283304372729446,0.07561854616241034,7-9,xīgài,knee; (Internet slang) to kneel down (in admiration),Translation,1.0
手腕,208,76,0.4759268983724417,1101,0.08705653990533962,0.14245183671172526,7-9,shǒuwàn,wrist; trickery; finesse; ability; skill,Translation,1.0
眉毛,208,76,0.4740919350885021,219,0.10582824342476005,0.1675196470873576,7-9,méimao,eyebrow,Translation,1.0
双手,208,76,0.4733889769886869,837,0.11101148241509379,0.17410220227539722,5,shuāng shǒu,both hands,Translation,1.0
肚子,208,76,0.4717431243777628,967,0.08924557532075594,0.14452667383662735,4,dùzi,belly; abdomen; stomach,Translation,1.0
颈部,208,76,0.4656770642873922,459,0.04130048714849144,0.07174914276978171,7-9,jǐngbù,neck,Translation,1.0
嘴,208,76,0.4605872091007414,824,-0.02964415586469743,-0.054956345798321565,2,zuǐ,mouth; beak; nozzle; spout (of teapot etc),Translation,1.0
指头,208,76,0.453330284728828,703,0.09621886052114065,0.14966646498976605,6,zhǐtou,finger; toe,Translation,1.0
胸部,208,76,0.4530232143203771,372,0.05623521325989128,0.0932262842230534,4,xiōngbù,chest; bosom,Translation,1.0
身躯,208,76,0.45223717690746706,219,0.04011671544353884,0.06823968655795863,7-9,shēnqū,body,Translation,1.0
脸,208,76,0.44801462650335006,277,0.04187814354932479,0.07051812806692868,2,liǎn,face,Translation,1.0
腰,208,76,0.4473152621480934,412,0.019901202509116367,0.034756708305775624,4,yāo,waist; lower back; pocket; middle; loins,Translation,1.0
指甲,208,76,0.4464166101447186,703,0.06383370723639342,0.1033883051458735,5,zhǐjia,fingernail,Translation,1.0
把手,208,76,0.44602365172221975,34,-0.023637673494073586,-0.04266910233182175,7-9,bǎshou,to shake hands; handle; grip; knob,Translation,1.0
头发,208,76,0.4459662421159853,100,0.02723970846463336,0.046862122635226273,2,tóufa,hair (on the head),Translation,1.0
身体,208,76,0.4452498150300704,467,-0.07130340810301677,-0.1285324638636792,1,shēntǐ,the body; one's health; in person,Translation,1.0
脚,208,76,0.44113540971217396,1288,0.06005812013087514,0.09703654288311037,2,jiǎo,foot; leg (of an animal or an object); base (of an object); classifier for kicks; role (variant of 角),Translation,1.0
手脚,208,76,0.4388256168732545,967,0.06143490437363597,0.09867328613147025,7-9,shǒujiǎo,hand and foot; movement of limbs; action; trick; step in a procedure,Translation,1.0
腹部,208,76,0.4355409478847531,372,0.03201562520904816,0.053674743331378276,7-9,fùbù,abdomen; belly; flank,Translation,1.0
浑身,208,76,0.43318920776490266,554,0.0403748397553354,0.06649505131236633,7-9,húnshēn,all over; from head to foot,Translation,1.0
钳子,208,76,0.4313608583108612,1324,0.0028515633241363303,0.004989693269062262,7-9,qiánzi,pliers; pincers; tongs; forceps; vise; clamp; claw (of a crab etc); (dialect) earring,Translation,0.25
怀里,208,76,0.4246262375598725,1088,0.016788459230023256,0.02835111497432683,7-9,huái li,embrace; bosom,Translation,1.0
用力,208,76,0.4236083873673471,110,0.05061444129190762,0.08072400732832062,7-9,yònglì,to exert oneself physically,Translation,1.0
头顶,208,76,0.42358507332817835,1101,-0.0072904068468399585,-0.012647845344558126,7-9,tóudǐng,top of the head,Translation,1.0
全身,208,76,0.42302260404622766,372,0.026396131573083126,0.043747579847059695,2,quánshēn,the whole body; (typography) em,Translation,1.0
抚摸,208,76,0.4230062356485104,530,0.011171936084148848,0.018994538572844614,7-9,fǔmō,to gently caress and stroke; to pet; to fondle,Translation,1.0
哆嗦,208,76,0.4213885592995212,10,-0.014462776225991514,-0.024995662388705153,7-9,duōsuo,to tremble; to shiver; uncontrolled shaking of the body,Translation,0.5
牙齿,208,76,0.4211708196436431,703,0.001781333330776902,0.003068034919768584,7-9,yáchǐ,tooth; dental,Translation,1.0
嗓子,208,76,0.418891709661838,824,0.002570163822528282,0.004403389921637744,7-9,sǎngzi,throat; voice,Translation,1.0
骨头,208,76,0.4186893716490648,1126,0.03915944844845748,0.06311254952125316,4,gǔtou,bone; moral character; bitterness; Taiwan pr. [gú tou],Translation,1.0
拳头,208,76,0.4151364390575553,1365,0.025109035226073384,0.041164202103165515,7-9,quántóu,fist; clenched fist; competitive (product),Translation,1.0
使劲,208,76,0.41420363105970587,10,0.013217943088590756,0.02206615572142362,4,shǐjìn,to exert all one's strength,Translation,0.75
伤口,208,76,0.41385808626864967,446,-0.0675839181735653,-0.11530299504317901,6,shāngkǒu,wound; cut,Translation,1.0
尾巴,208,76,0.4092974201102869,778,0.043774677838863574,0.06899329693167658,4,wěiba,tail; colloquial pr. [yǐ ba],Translation,1.0
棍子,208,76,0.40683526989074653,713,-0.04628818038848931,-0.07803596208419819,7-9,gùnzi,stick; rod,Translation,0.25
睁,208,76,0.4047331603235275,1355,-0.11329837720927888,-0.1903320824503789,7-9,zhēng,to open (one's eyes),Translation,1.0
颤抖,208,76,0.4044243684865952,112,-0.021298170938301053,-0.0357606487091837,7-9,chàndǒu,to shudder; to shiver; to shake; to tremble,Translation,0.75
眼,208,76,0.3945853407832322,1296,-0.07077193303383017,-0.11689828113080153,2,yǎn,"eye; small hole; crux (of a matter); classifier for big hollow things (wells, stoves, pots etc)",Translation,1.0
鼻涕,208,76,0.3941308354601679,827,-0.07496150381709954,-0.12372556354478623,7-9,bítì,nasal mucus; snivel; snot,Translation,1.0
肢体,208,76,0.3939641634766568,467,-0.017626949137021175,-0.029085654799131947,7-9,zhītǐ,limb; limbs and trunk; body,Translation,1.0
眼神,208,76,0.39342691096370835,277,-0.1139821848004518,-0.18791170736167,7-9,yǎnshén,expression or emotion showing in one's eyes; meaningful glance; wink; eyesight (dialect),Translation,1.0
肩,208,76,0.39337436355283956,412,-0.002437283623902997,-0.0040177722098550805,5,jiān,shoulder; to shoulder (responsibilities etc),Translation,1.0
红扑扑,208,76,0.39047477091094573,1247,-0.03355374490478913,-0.05504898452675333,7-9,hóngpūpū,red; rosy; flushed,Translation,1.0
惨白,208,76,0.38975097505509104,560,0.0033032473748847435,0.005383807580722374,7-9,cǎnbái,deathly pale,Translation,1.0
通红,208,76,0.3893668048153045,1247,-0.04934215619467475,-0.08080490314607028,6,tōnghóng,very red; red through and through; to blush (deep red),Translation,0.75
手,208,76,0.3878636152906979,1162,0.0011172087355221239,0.0018217728317683989,1,shǒu,hand; (formal) to hold; person engaged in certain types of work; person skilled in certain types of work; personal(ly); convenient; classifier for skill,Translation,1.0
面部,208,76,0.38456861815924714,459,0.02595468006606172,0.040466548320210634,7-9,miànbù,face (body part),Translation,1.0
叉子,208,76,0.3838932927893306,1270,-0.03773160612119186,-0.06124199863367182,5,chāzi,fork,Translation,0.25
两手,208,76,0.3837640985590904,1162,0.015619824801155813,0.024720555899768605,6,liǎngshǒu,"one's two hands; two prongs (of a strategy); both aspects, eventualities etc; skills; expertise",Translation,1.0
头,208,76,0.37891007268054866,740,-0.007262013319893845,-0.011692370139113046,2; 3,tóu; tou (lǐtou),head; hair style; the top; end; beginning or end; a stub; remnant; chief; boss; side; aspect; first; leading; classifier for pigs or livestock; suffix for nouns,Translation,1.0
伸,208,76,0.3770873100345075,412,-0.04019121817899346,-0.064521431055161,5,shēn,to stretch; to extend,Translation,1.0
筷子,208,76,0.3758197084760522,1365,-0.06423876129628664,-0.10291699716991475,2,kuàizi,chopsticks,Translation,0.25
吻,208,76,0.3721692913152562,703,-0.027361715497793093,-0.043581358986268366,7-9,wěn,kiss; to kiss; mouth; variant of 吻,Translation,1.0
头部,208,76,0.3711305427419952,459,0.04394211052535091,0.06531116976796719,7-9,tóubù,head,Translation,1.0
动弹,208,76,0.3677403259160064,1355,-0.05314601184110418,-0.08405725371952784,7-9,dòngtan,to budge,Translation,0.75
翅膀,208,76,0.36619310532224075,648,-0.047165314811349945,-0.07441590681232622,7-9,chìbǎng,wing,Translation,0.75
胡子,208,76,0.3636853534990157,1101,-0.05027525236074076,-0.07901005051069973,5,húzi,beard; mustache or whiskers; facial hair; (coll.) bandit,Translation,0.25
机动,209,3,0.47136825179167696,478,0.1222182497889609,0.18778251542603666,7-9,jīdòng,"locomotive; motorized; power-driven; adaptable; flexible (use, treatment, timing etc)",Translation,1.0
突击,209,3,0.4534001359828702,478,0.12666961644971286,0.18814103434761456,7-9,tūjī,sudden and violent attack; assault; fig. rushed job; concentrated effort to finish a job quickly,Translation,1.0
两栖,209,3,0.4448294966742096,225,0.06796005659547427,0.1090623072700228,7-9,liǎngqī,amphibious; dual-talented; able to work in two different lines,Translation,1.0
把关,210,4,0.48797925189213887,34,0.10000257566647663,0.16339667424725318,7-9,bǎguān,to guard a pass; to check on sth,Translation,0.75
关,210,4,0.47581712483376926,1355,0.1427287864586777,0.2140145309664007,1; 4,guān,"mountain pass; to close; to shut; to turn off; to confine; to lock (sb) up; to shut (sb in a room, a bird in a cage etc); to concern; to involve; surname Guan",Translation,1.0
严,210,4,0.40426119005615463,1012,0.026609856247255703,0.04275715156603985,4,yán,tight (closely sealed); stern; strict; rigorous; severe; father; surname Yan,Translation,0.75
过关,210,4,0.3832037422005972,798,0.017459956104024343,0.027528238149327408,7-9,guòguān,to cross a barrier; to get through (an ordeal); to pass (a test); to reach (a standard),Translation,1.0
处罚,211,18,0.5469208114283307,101,0.1796192877428754,0.2838939786755201,5,chǔfá,to penalize; to punish,Translation,1.0
惩处,211,18,0.5323501684864248,1174,0.15058843876917016,0.2435767017468847,7-9,chéngchǔ,to punish; to administer justice,Translation,1.0
惩罚,211,18,0.49130858436371494,1243,0.1265291418149631,0.19918930571555685,7-9,chéngfá,penalty; punishment; to punish,Translation,1.0
罚款,211,18,0.4781513703253828,349,0.12057917241125926,0.1876929547876897,5,fákuǎn,to fine; penalty; fine (monetary),Translation,1.0
处分,211,18,0.47813193266398396,1328,0.1523947245360085,0.22601680883635805,5,chǔfèn,to discipline sb; to punish; disciplinary action; to deal with (a matter),Translation,1.0
查处,211,18,0.46059527122529603,1209,-0.011244424943603504,-0.02084598881649769,7-9,cháchǔ,to investigate and handle (a criminal case),Translation,1.0
拘留,211,18,0.4462078705541022,387,0.03239380271352604,0.05526199271652925,7-9,jūliú,to detain (a prisoner); to keep sb in custody,Translation,1.0
吊销,211,18,0.43242567064471926,1109,-0.0004522573738506841,-0.0007968249275199118,7-9,diàoxiāo,to suspend (an agreement); to revoke,Translation,1.0
追究,211,18,0.4304947330289882,1179,0.0694233848386806,0.1086559268269576,6,zhuījiū,to investigate; to look into,Translation,1.0
严厉,211,18,0.420508805327804,934,-0.058280762619583704,-0.10057230058957445,5,yánlì,severe; strict,Translation,1.0
没收,211,18,0.4128383190946332,637,0.050940224678968526,0.07983086123574656,6,mòshōu,to confiscate; to seize,Translation,1.0
制裁,211,18,0.4058896938027172,1181,0.024085048741224302,0.03896025511809302,7-9,zhìcái,to punish; punishment; sanctions (incl. economic),Translation,1.0
开除,211,18,0.4042064656220158,75,0.03771371736151774,0.05953162691975879,7-9,kāichú,to expel (a member of an organization); to fire (an employee),Translation,0.25
取缔,211,18,0.40258246663631353,1174,-0.049811363186226754,-0.08337780598063452,7-9,qǔdì,to suppress; to crack down on; to prohibit,Translation,0.5
罚,211,18,0.39331149030549223,1220,0.025459875353404826,0.0402751568391258,5,fá,to punish; to penalize; variant of 罚,Translation,1.0
警告,211,18,0.3897060652602496,108,0.006169756256419634,0.010008304376287929,5,jǐnggào,to warn; to admonish,Translation,0.75
依法,211,18,0.36541698950616525,101,0.018462166965882043,0.02827088783918143,5,yīfǎ,legal (proceedings); according to law,Translation,0.75
打击,211,18,0.3512867339619311,802,-0.022170906447538496,-0.034176742804944316,5,dǎjī,to hit; to strike; to attack; to crack down on sth; blow; (psychological) shock; percussion (music),Translation,0.25
细致,212,18,0.5467942741503693,552,0.1691225555529572,0.27175778541157253,4,xìzhì,delicate; fine; careful; meticulous; painstaking,Translation,0.75
细心,212,18,0.4798287927174099,180,0.032504159119082277,0.05881238986768755,7-9,xìxīn,careful; attentive,Translation,0.75
周密,212,18,0.46474363887825776,324,0.04456489766159821,0.07685971665666472,7-9,zhōumì,careful; thorough; meticulous; dense; impenetrable,Translation,0.75
仔细,212,18,0.4485956990238181,180,0.04409154887161165,0.07404173997666184,5,zǐxì,careful; attentive; cautious; to be careful; to look out,Translation,0.5
详尽,212,18,0.4478005344545348,989,0.030768948284338293,0.05277978627041229,7-9,xiángjìn,thorough and detailed; exhaustive; the tedious details in full,Translation,0.75
精细,212,18,0.44443048094345816,70,0.03337154840065726,0.056663646406492976,7-9,jīngxì,fine; meticulous; careful,Translation,0.75
严谨,212,18,0.4408931521704786,1175,0.03176421802550483,0.053758289855571344,7-9,yánjǐn,rigorous; strict; careful; (of writing) well organized; meticulous,Translation,0.75
严密,212,18,0.4245078845774151,541,0.04647728641381038,0.07472600143444975,7-9,yánmì,"strict; tight (organization, surveillance etc)",Translation,0.75
精心,212,18,0.42101050499471016,365,-0.05316342827288323,-0.09182105846738638,7-9,jīngxīn,with utmost care; fine; meticulous; detailed,Translation,0.25
认真,212,18,0.41638025468587486,180,-0.04092160040140541,-0.07011688814500268,1,rènzhēn,conscientious; earnest; serious; to take seriously; to take to heart,Translation,0.5
用心,212,18,0.4017465952154349,180,-0.14046106307542816,-0.2347852297238644,6,yòngxīn,motive; intention; to be diligent or attentive; careful,Translation,0.5
透彻,212,18,0.4013289597246751,1239,-0.0838797602441207,-0.14010993450684525,7-9,tòuchè,penetrating; thorough; incisive,Translation,0.75
周到,212,18,0.3985044040790073,536,0.051278290998028886,0.07855444592009263,7-9,zhōudào,thoughtful; considerate; attentive; thorough; also pr. [zhōu dao],Translation,0.75
精确,212,18,0.3924001388934703,641,-0.024746067008629302,-0.04072757186540988,7-9,jīngquè,accurate; precise,Translation,0.75
严格,212,18,0.3879829186820449,210,-0.025271759567314256,-0.04129257228065015,4,yángé,strict; stringent; tight; rigorous,Translation,0.5
详细,212,18,0.3834368903358845,615,-0.07468348553577381,-0.12112869609805087,5,xiángxì,detailed; in detail; minute,Translation,0.5
精益求精,212,18,0.36180667312431425,161,0.000059885099411904896,0.00009382655392612642,7-9,jīngyìqiújīng,to perfect sth that is already outstanding (idiom); constantly improving,Translation,0.25
打磨,212,18,0.308644753894018,1279,-0.06582992056925407,-0.09521866065244641,7-9,dǎmó,to polish; to burnish; to shine,Translation,0.0
紧迫,213,15,0.5271853036105355,1092,0.1497492319762429,0.24053631306482792,7-9,jǐnpò,pressing; urgent,Translation,0.75
艰巨,213,15,0.5217655812717241,434,0.10705061902769031,0.1829033925728423,7-9,jiānjù,arduous; terrible (task); very difficult; formidable,Translation,0.75
严峻,213,15,0.502353859839345,1138,0.07077462762346365,0.1245109813622138,7-9,yánjùn,grim; severe; rigorous,Translation,1.0
繁重,213,15,0.4997396635710765,323,0.10409222719069017,0.172237586893413,7-9,fánzhòng,heavy; burdensome; heavy-duty; arduous; onerous,Translation,0.75
急迫,213,15,0.4965309759621483,1092,0.10004993882225571,0.16577762254248643,7-9,jípò,urgent; pressing; imperative,Translation,0.75
复杂,213,15,0.4786635683881379,340,0.053888474594268876,0.09368244318502801,3,fùzá,complicated; complex,Translation,1.0
艰难,213,15,0.4737270901309382,783,0.03896151281465404,0.06892983026346135,5,jiānnán,difficult; hard; challenging,Translation,0.75
棘手,213,15,0.4669275631431546,129,0.0478737105850186,0.08240645160627291,7-9,jíshǒu,thorny (problem); intractable,Translation,0.75
困难,213,15,0.4550583721849143,129,-0.07187476141722804,-0.13189442272084453,3,kùnnan,difficult; challenging; straitened circumstances; difficult situation,Translation,0.5
迫切,213,15,0.45446336954620387,1092,0.058256781993179574,0.09648462668230197,4,pòqiè,urgent; pressing,Translation,0.75
错综复杂,213,15,0.4108615065832511,1261,-0.011797503111801999,-0.020025008115463018,7-9,cuòzōng-fùzá,tangled and complicated (idiom),Translation,1.0
沉重,213,15,0.40621764544888095,677,-0.0692453872735922,-0.11661745544112632,4,chénzhòng,heavy; hard; serious; critical,Translation,0.75
紧张,213,15,0.40507847311588197,1247,0.03299823644252686,0.05255167677428418,3,jǐnzhāng,nervous; keyed up; intense; tense; strained; in short supply; scarce,Translation,1.0
吃力,213,15,0.3859247861737853,129,0.005085021101916387,0.0082127708064241,5,chīlì,to entail strenuous effort; to toil at a task; strenuous; laborious; strain,Translation,0.25
危险,213,15,0.37599534410065377,129,-0.009678089441597815,-0.015509642997213252,3,wēixiǎn,danger; dangerous,Translation,0.75
擅自,214,12,0.4942974174170416,311,0.14129990579175167,0.21839159559757076,7-9,shànzì,without permission,Translation,1.0
私自,214,12,0.4892797031996105,1281,0.04452188402389029,0.08018462134450192,7-9,sīzì,private; personal; secretly; without explicit approval,Translation,1.0
允许,214,12,0.48543104233317996,297,0.14414471091800357,0.21882756923457083,6,yǔnxǔ,to permit; to allow,Translation,1.0
禁止,214,12,0.4747607275525836,1358,0.10643835511606015,0.16850106837979517,4,jìnzhǐ,to prohibit; to forbid; to ban,Translation,1.0
强迫,214,12,0.4683514510450777,108,0.08314567554573382,0.13524147142609516,5,qiǎngpò,to compel; to force,Translation,0.75
准许,214,12,0.44510281080046193,108,0.12505158776083486,0.18391324758294678,7-9,zhǔnxǔ,to allow; to grant; to permit,Translation,1.0
严禁,214,12,0.43905405579680445,741,0.011197193251791027,0.019570615321191313,7-9,yánjìn,to strictly prohibit,Translation,1.0
强制,214,12,0.437350868801305,149,0.07341709695262644,0.11542366769889309,7-9,qiángzhì,to force; to compel; to coerce; forced; compulsory; Taiwan pr. [qiǎng zhì],Translation,0.5
强行,214,12,0.42658487199430317,1327,-0.0015724873673453876,-0.0027423192911118404,7-9,qiángxíng,to do sth by force; Taiwan pr. [qiǎng xíng],Translation,0.5
容许,214,12,0.39495281692015227,734,0.05525056834684905,0.08367523322239075,7-9,róngxǔ,to permit; to allow,Translation,1.0
自愿,214,12,0.35633362405567404,1315,-0.18505470878810648,-0.2875009720938302,5,zìyuàn,voluntary,Translation,0.25
无故,214,12,0.349003455818866,1327,0.0026983239066345477,0.004127803411594477,7-9,wúgù,without cause or reason,Translation,0.5
明显,215,6,0.5131762030060406,1194,0.056454181903135336,0.10391398896333442,3,míngxiǎn,clear; distinct; obvious,Translation,0.25
显著,215,6,0.4900614250556837,1194,0.09896197208327157,0.1625256744576184,4,xiǎnzhù,outstanding; notable; remarkable; statistically significant,Translation,0.25
严重,215,6,0.4452858457600263,1320,0.055674422744431795,0.09121144274928689,4,yánzhòng,grave; serious; severe; critical,Translation,0.5
剧烈,215,6,0.40613932595304847,1247,0.01935977921537757,0.03157066779554345,7-9,jùliè,violent; acute; severe; fierce,Translation,0.25
强烈,215,6,0.40109705946702723,934,-0.012138336679747064,-0.020267619105267667,3,qiángliè,strong; intense,Translation,0.25
重大,215,6,0.3449106813445641,325,-0.011317580841486319,-0.01727639349198287,3,zhòngdà,great; important; major; significant,Translation,0.25
家,216,4,0.44465390740205896,1011,0.06216979919244897,0.1006772457502227,1; 2,jiā; jiā (kēxuéjiā),"used in 家伙 and 家俱; home; family; (polite) my (sister, uncle etc); classifier for families or businesses; refers to the philosophical schools of pre-Han China; noun suffix for a specialist in some activity, such as a musician or revolutionary, corresponding to English -ist, -er, -ary or -ian",Translation,1.0
个,216,4,0.4344239259508152,416,0.05603906758098792,0.09015074413088874,1,gè,used in 自个儿; (classifier used before a noun that has no specific classifier); (bound form) individual; variant of 个,Translation,0.25
名,216,4,0.4029287494320804,457,-0.027059068570620404,-0.04531966418561023,2,míng,name; noun (part of speech); place (e.g. among winners); famous; classifier for people,Translation,0.5
只,216,4,0.3741011628013536,982,-0.00649672662201678,-0.01037983494440479,2; 3,zhǐ; zhī,"only; merely; just; but; variant of 只; grain that has begun to ripen; variant of 只; classifier for birds and certain animals, one of a pair, some utensils, vessels etc",Translation,0.75
普通人,217,6,0.5206135724611659,598,0.11142464624122572,0.18859606934636702,7-9,pǔtōng rén,ordinary person; private citizen; people; the person in the street,Translation,0.75
常人,217,6,0.42728951041012114,909,0.045066381137660205,0.0729492852080828,7-9,chángrén,ordinary person,Translation,1.0
普通,217,6,0.3816217528962461,239,0.046364818730291524,0.06974848044803314,2,pǔtōng,common; ordinary; general; average,Translation,1.0
平凡,217,6,0.3590957031214279,121,-0.07354234600424348,-0.11474778116236761,6,píngfán,commonplace; ordinary; mediocre,Translation,0.75
他人,217,6,0.32548344042407956,388,-0.031056434844856595,-0.04604250911850442,7-9,tārén,another person; sb else; other people,Translation,0.0
个人,217,6,0.318369437114892,218,-0.20917994890958308,-0.3068817044003958,3,gèrén,individual; personal; oneself,Translation,0.0
个体,218,1,0.0,217,-0.34911686182022095,0.0,4,gètǐ,individual,Translation,1.0
壮实,219,24,0.5289288400589647,1175,0.11679121245734114,0.1986710120276167,7-9,zhuàngshi,robust; sturdy,Translation,1.0
身材,219,24,0.5095450980803715,467,0.0897521181246983,0.15468981764102302,4,shēncái,stature; build (height and weight); figure,Translation,1.0
健壮,219,24,0.5009262042749884,1175,0.07144031698594111,0.12522094615060975,7-9,jiànzhuàng,robust; healthy; sturdy,Translation,1.0
苗条,219,24,0.49719617653496745,243,0.1362193613112736,0.21316810493966357,7-9,miáotiao,(of a woman) slim; slender; graceful,Translation,0.5
矮小,219,24,0.4702747283208757,1175,0.1224629698026567,0.18777242828607132,4,ǎixiǎo,short and small; low and small; undersized,Translation,1.0
强壮,219,24,0.46711718521997303,1171,0.09106713019296497,0.1459526215631077,6,qiángzhuàng,strong; sturdy; robust,Translation,1.0
胖,219,24,0.4665348739675094,172,0.01926525545630947,0.03485470692676208,3,pàng,healthy; at ease; fat; plump,Translation,1.0
结实,219,24,0.45753680112926715,1175,-0.025561616391255926,-0.047121383431113134,3,jiēshi,to bear fruit; rugged; sturdy; strong; durable; buff (physique),Translation,0.5
瘦,219,24,0.45603787357131825,172,0.07703643495361195,0.1240525175809343,5,shòu,thin; to lose weight; (of clothing) tight; (of meat) lean; (of land) unproductive,Translation,1.0
矮,219,24,0.45108276865249086,412,0.0727288748956244,0.11699401663617794,4,ǎi,low; short (in length),Translation,1.0
个头儿,219,24,0.45070968483282337,658,0.04561243866277942,0.07667209198331774,7-9,gètóur,size; height; stature,Translation,1.0
修长,219,24,0.44567282322414703,59,0.02412266853817291,0.04170226465369235,7-9,xiūcháng,slender; lanky; tall and thin,Translation,0.0
个儿,219,24,0.44458463926885516,693,0.0824099196967879,0.12920453645471225,5,gèr,size; height; stature,Translation,1.0
高大,219,24,0.43651098815574746,434,0.05366546718254189,0.0869562953949037,5,gāodà,tall; lofty; towering,Translation,1.0
长相,219,24,0.4332511944464546,399,0.04805933663166578,0.07816964892632772,7-9,zhǎngxiàng,appearance; looks; profile; countenance,Translation,1.0
肥胖,219,24,0.42294949034332435,467,0.04300978520988624,0.0693638756842866,7-9,féipàng,fat; obese,Translation,0.25
身高,219,24,0.42198349063213925,467,0.02530018513020138,0.041935164998625186,4,shēngāo,(a person's) height,Translation,1.0
红润,219,24,0.40717029604119587,560,-0.035244822176272395,-0.05945184922569537,7-9,hóngrùn,ruddy; rosy; florid,Translation,0.0
外貌,219,24,0.40522383569726056,562,0.0031260740662485964,0.005228403350313992,7-9,wàimào,profile; appearance,Translation,0.75
个子,219,24,0.404994518993324,658,0.06410733008188602,0.0972630618057766,2,gèzi,height; stature; build; size,Translation,1.0
体重,219,24,0.39881075982287945,467,-0.03619681235119282,-0.06020868294404051,4,tǐzhòng,body weight,Translation,0.75
壮,219,24,0.3955306282936258,1308,0.016866432756058647,0.027145438320025816,7-9,zhuàng,"Zhuang ethnic group of Guangxi, the PRC's second most numerous ethnic group; to strengthen; strong; robust",Translation,0.75
