token,community,size,mean_cosine_to_own_others,nearest_other_community,cosine_margin,cosine_silhouette,max_membership,second_community,second_membership,membership_margin,normalized_membership_entropy,hsk_levels,pinyin,dictionary_translation,dictionary_translation_source,second_component_representatives,repeat_cluster_match_fraction
推动,0,1421,0.23660154543846218,9,0.058619931335736064,0.07131219002084668,0.9999619655391351,7,0.00003776504011217596,0.9999242004990229,0.00018532114152345106,3,tuīdòng,to push (e.g. for acceptance of a plan); to promote; to give impetus to,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
停止,0,1421,0.17384344584303074,4,-0.013638206957885146,-0.01650801762603211,0.660407032185158,8,0.2898603885311452,0.37054664365401274,0.3412306156848263,3,tíngzhǐ,to stop; to halt; to cease,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
警惕,0,1421,0.1737964084855778,2,-0.03392898576246606,-0.04106613201750261,0.6692085302928006,4,0.13948797204169985,0.5297205582511008,0.42865113098666907,7-9,jǐngtì,to be on the alert; vigilant; alert; on guard; to warn,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.75
导火索,0,1421,0.17378074692443804,4,-0.0015358076219049721,-0.0018588378522867884,0.9614751679679863,2,0.037815073857344485,0.9236600941106418,0.07242530048760498,7-9,dǎohuǒsuǒ,fuse (for explosive),Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
经受,0,1421,0.17370170897438758,2,-0.00261623918527934,-0.0031662163817767455,0.7294363407946591,4,0.26690710888977004,0.4625292319048891,0.26298384506204403,7-9,jīngshòu,to undergo (hardship); to endure; to withstand,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
揣摩,0,1421,0.17365274546557366,2,-0.057258337411466353,-0.06929089084192137,0.9413697269585155,2,0.05134322258248554,0.8900265043760299,0.10714044679407168,7-9,chuǎimó,to analyze; to try to figure out; to try to fathom,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
成为,0,1421,0.17362974146308638,8,0.007386046672724855,0.008858759599866263,0.9992307703173804,8,0.0005463683987652789,0.9986844019186151,0.0029711628463916975,2,chéngwéi,to become; to turn into,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
大致,0,1421,0.17361808458697153,8,-0.014096311610234419,-0.017057865555043177,0.5592280945506107,8,0.44075844187355756,0.11846965267705317,0.2980425391328041,5,dàzhì,more or less; roughly; approximately,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.25
节能,0,1421,0.1735565780578289,9,0.0022206075201699482,0.0026797440714432076,0.982122190584924,7,0.015421289066778403,0.9667009015181456,0.0427686592194685,6,jiénéng,to save energy; energy-saving,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.25
面对,0,1421,0.1735477118260899,2,-0.032215202042429836,-0.03898011113697921,0.8287541951894165,2,0.09264447171458523,0.7361097234748313,0.2633149946092477,3,miànduì,to face; to confront,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
传达,0,1421,0.17354337806617479,2,-0.005873117807466383,-0.007106383628125395,0.9306829091073964,2,0.06862925959427688,0.8620536495131195,0.11130843414994541,5,chuándá,to pass on; to convey; to relay; to transmit; transmission,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
增产,0,1421,0.1735409089565087,1,0.006545157199208257,0.007857291500032518,0.5008244981490009,7,0.3369052038531059,0.16391929429589497,0.4982582714109874,5,zēngchǎn,to increase production,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.25
本意,0,1421,0.17351177554587066,2,-0.026491016267559425,-0.03205250296827396,0.9683175832767462,2,0.030908892756127977,0.9374086905206183,0.06282128954941125,7-9,běnyì,original idea; real intention; etymon,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
外界,0,1421,0.1735062360978148,4,0.0015613066635291606,0.0018855106610995089,0.8745440579492118,8,0.08314596021357568,0.7913980977356361,0.199765651467829,5,wàijiè,the outside world; external,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
奥秘,0,1421,0.1735027149295898,2,-0.014887138369621244,-0.018012325797722297,0.9474231306471992,2,0.05157966241823061,0.8958434682289685,0.09164126773225108,7-9,àomì,secret; mystery,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.25
出于,0,1421,0.17347316863026452,2,-0.0051823623638869165,-0.006270047344135955,0.5067796935668406,8,0.4849478103993665,0.021831883167474087,0.32125399988724324,5,chūyú,due to; to stem from,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
知名度,0,1421,0.1734532374265425,9,-0.0052517058963842955,-0.0063537916233960415,0.5629049871494759,9,0.38625457243419165,0.17665041471528425,0.3808453800399396,7-9,dù(zhīmíngdù),"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences; to estimate; Taiwan pr. [duò]",Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
巨头,0,1421,0.1733180654729092,9,0.0023133219193619547,0.0027905128544138767,0.8983691938230429,9,0.09955862302111435,0.7988105708019286,0.1481042007899697,7-9,jùtóu,"tycoon; magnate; big player (including company, country, school etc); big shot",Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
指数,0,1421,0.17331254899705473,9,0.0036651815263392673,0.004414006029191399,0.8390566425975108,9,0.15633196055099544,0.6827246820465154,0.20302454885983956,6,zhǐshù,"(numerical, statistical) index; (math.) exponent; index; exponential (function, growth)",Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
装备,0,1421,0.17331171965502637,1,-0.010619661720752127,-0.012846029117916834,0.7387207232009365,1,0.21962316587500194,0.5190975573259345,0.31834807562476686,6,zhuāngbèi,equipment; to equip; to outfit,Translation,面条儿 | 杯子 | 罐头 | 肉 | 袜子 | 米饭 | 饼干 | 牛奶 | 肥皂 | 钳子 | 梳子 | 脸盆,0.25
飞跃,0,1421,0.17328944100531962,7,0.012096469996504877,0.014421040332784395,0.9784403836037853,4,0.011829858294217574,0.9666105253095677,0.05322565213163916,7-9,fēiyuè,to leap,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
教训,0,1421,0.17322999407027106,2,-0.047148054474418916,-0.05702680810414677,0.5622319193336764,2,0.43621545591883476,0.12601646341484168,0.30213762068706657,4,jiàoxùn,to provide guidance; to lecture sb; to upbraid; a talking-to; a bitter lesson,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
低谷,0,1421,0.17320371492641395,2,0.0017372305819340073,0.0020967535399693707,0.9310016446011089,4,0.06649344535708578,0.8645081992440231,0.11438726531467945,7-9,dīgǔ,valley; trough (as opposed to peaks); fig. low point; lowest ebb; nadir of one's fortunes,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.75
代表,0,1421,0.17316388991016696,9,-0.005384146548675112,-0.00651174577763684,0.9546194560925262,9,0.0423613379075883,0.9122581181849378,0.08599050421733519,3,dàibiǎo,representative; delegate; to represent; to stand for; on behalf of; in the name of,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
契约,0,1421,0.17311686663649403,9,-0.016035203617947608,-0.01939234575111147,0.42459303780991176,4,0.3333019533061587,0.09129108450375306,0.48581943951975043,7-9,qìyuē,agreement; contract,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.0
纪律,0,1421,0.172968083736989,4,-0.017019749735207756,-0.020579314293107782,0.7579429785859145,4,0.18067124570818804,0.5772717328777265,0.314125302479229,4,jìlǜ,discipline,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.75
进入,0,1421,0.17295913726676007,7,0.015866201580046535,0.01882319208342692,0.9325265655483602,4,0.06302754159334106,0.8694990239550191,0.11556788773867378,2,jìnrù,to enter; to join; to go into,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
来源于,0,1421,0.1729510914414019,7,0.030514171709173088,0.035582422344540635,0.9907537408417909,8,0.007531996155764864,0.9832217446860261,0.025258429059942834,7-9,láiyuán yú,to originate in,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
列举,0,1421,0.17293549026909302,9,-0.00002849441879096415,-0.00003445247433021556,0.9998972126836817,4,0.000041936644742607644,0.9998552760389391,0.0005031561230429114,7-9,lièjǔ,a list; to list; to enumerate,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
缩水,0,1421,0.17290460788836567,7,0.005471766526510519,0.006572162341186908,0.9911359248542252,4,0.006194823882965569,0.9849411009712596,0.024380268541303776,7-9,suōshuǐ,to shrink (in the wash); fig. to shrink (of profits etc),Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
组合,0,1421,0.1729004700760695,7,0.013137943764213428,0.01563598884318456,0.9825562005276501,7,0.014039886079976815,0.9685163144476733,0.04313121068666642,3,zǔhé,to assemble; to combine; to compose; combination; association; set; compilation; (math.) combinatorial,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.25
步入,0,1421,0.1728348144877612,7,0.010829302129656243,0.012922879910737442,0.8356556118361839,4,0.1490849302376712,0.6865706815985126,0.21664242640358516,7-9,bùrù,to step into; to enter,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
力争,0,1421,0.1728156428917621,8,0.008204063943776096,0.00982065795626491,0.9720300795488254,8,0.02790750228009893,0.9441225772687264,0.0556323592254046,7-9,lìzhēng,to work hard for; to do all one can; to contend strongly,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
搜集,0,1421,0.17280299215584316,4,-0.01936097355963229,-0.023405516915602623,0.9942574033373773,7,0.005580417297788747,0.9886769860395885,0.015693625047926207,7-9,sōují,to gather; to collect,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
支援,0,1421,0.17280268249401928,4,-0.02301143173669093,-0.027818552175762432,0.9886382328582384,4,0.009151214733331877,0.9794870181249065,0.029573485187189195,6,zhīyuán,to provide assistance; to support; to back,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
结局,0,1421,0.17277850092551475,2,-0.04899391212917534,-0.05922707785519465,0.9822929976434958,2,0.016575306693342246,0.9657176909501535,0.04078186895420806,7-9,jiéjú,conclusion; ending,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.75
行情,0,1421,0.17274929409149598,9,0.010314742264363214,0.012315147773663122,0.9004321215080312,9,0.07769277402104094,0.8227393474869903,0.16892289669553032,7-9,hángqíng,market price; quotation of market price; the current market situation,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
长期以来,0,1421,0.1727081738827799,8,0.0007008670750177082,0.0008464652898271236,0.9133144835057728,8,0.0854702539435442,0.8278442295622286,0.13089812140403476,7-9,chángqī yǐlái,for a long time,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
人力,0,1421,0.17269008486752668,4,-0.00022482250070399168,-0.00027175124653013727,0.977830178424219,4,0.021463577897876916,0.9563666005263421,0.047926727595004465,5,rénlì,manpower; labor power,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
冻结,0,1421,0.17266234033080696,4,-0.017653110035975278,-0.021337249464787763,0.6410722892543558,4,0.3555303388407677,0.2855419504135881,0.2919038914696884,7-9,dòngjié,"to freeze (water etc); (fig.) to freeze (assets, prices etc)",Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.25
凭借,0,1421,0.17260947314947064,8,0.01672423496602321,0.019812750259256516,0.9766503970124242,7,0.022785908678446362,0.9538644883339779,0.049344644086011906,7-9,píngjiè,to rely on; to depend on; by means of; thanks to; sth that one relies on,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
重合,0,1421,0.17258275044522367,7,-0.0018888069734115942,-0.0022827744701092406,0.9934089866930117,7,0.0065280241464105515,0.9868809625466012,0.017383214333982388,7-9,chónghé,to match up; to coincide,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
超过,0,1421,0.17253579115820564,8,0.004572864500919538,0.005495986473953651,0.9687512414903559,8,0.0309954982070387,0.9377557432833171,0.06105562601217638,2,chāoguò,to surpass; to exceed; to outstrip,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.25
等级,0,1421,0.17245961276788696,9,0.01913912930658898,0.02260492775924402,0.9626947093892327,1,0.016333863486029963,0.9463608459032028,0.08831088314412151,5,děngjí,grade; rank; status,Translation,面条儿 | 杯子 | 罐头 | 肉 | 袜子 | 米饭 | 饼干 | 牛奶 | 肥皂 | 钳子 | 梳子 | 脸盆,0.25
不正之风,0,1421,0.17242001417574387,2,-0.017156025421543708,-0.020730353217105157,0.6824725293055134,4,0.3057219957825279,0.3767505335229855,0.2946674842398134,7-9,bùzhèngzhīfēng,unhealthy tendency,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.75
后盾,0,1421,0.17241418028313407,2,-0.010422486535379277,-0.012593843788847174,0.8874869096365114,2,0.09050761750800498,0.7969792921285065,0.17692115933995003,7-9,hòudùn,support; backing,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.75
大量,0,1421,0.17240764790616087,7,-0.0054399342153997055,-0.006573205034624165,0.796525860534597,8,0.18435833634204052,0.6121675241925564,0.25257852599654523,2,dàliàng,great amount; large quantity; bulk; numerous; generous; magnanimous,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,0.75
分割,0,1421,0.1723632226594486,4,-0.0006694690636391831,-0.0008088923570921905,0.564762198106584,7,0.2988741682993218,0.2658880298072622,0.41494405912524507,7-9,fēngē,to cut up; to break up,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.5
对比,0,1421,0.17233336717513006,8,0.013799433532072497,0.01639927512682237,0.9995299832123293,8,0.00018224974955169705,0.9993477334627776,0.002006024338972625,4,duìbǐ,to contrast; contrast; ratio,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
急需,0,1421,0.17229147486533183,8,0.0038617426965604773,0.004643916270157265,0.9990783166864422,7,0.0005135243447235716,0.9985647923417186,0.0035996639964053206,7-9,jíxū,to urgently need; urgent need,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
界线,0,1421,0.17224977427562435,5,0.008062855844810674,0.00964672128566497,0.945878021822873,2,0.025361643087061746,0.9205163787358112,0.11622814462565276,7-9,jièxiàn,limits; bounds; dividing line,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.0
预料,0,1421,0.1721401739477531,8,-0.012239666560742046,-0.014784708927244877,0.9918135929017882,4,0.0060515805546683754,0.9857620123471198,0.022722989422612132,7-9,yùliào,to forecast; to anticipate; expectation,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
环保,0,1421,0.17213750603493375,9,0.0005006207300214116,0.0006043493742543111,0.7212762325100457,9,0.21890575444042604,0.5023704780696197,0.3388616821066123,3,huánbǎo,environmental protection; environmentally friendly; abbr. for 环境保护,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
提到,0,1421,0.17212330967116957,8,-0.005711335350589403,-0.006898775406178899,0.9888406653683752,2,0.006406522011928289,0.982434143356447,0.0299352384440837,2,tídào,to mention; to raise (a subject); to refer to,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
相差,0,1421,0.17211245902528666,8,0.008013505117939745,0.00958666717238623,0.9791530892685583,8,0.020663826541393777,0.9584892627271645,0.04446437018866028,7-9,xiāngchà,to differ; discrepancy between,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
继承,0,1421,0.17209187353004918,6,-0.006506614818706846,-0.007859102490574485,0.7635219615886825,4,0.217510257151701,0.5460117044369814,0.27041813874672455,5,jìchéng,to inherit; to succeed to (the throne etc); to carry on (a tradition etc),Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
勘探,0,1421,0.17206409960721042,9,0.0004108816308323049,0.000496026108568432,0.6419928514062401,5,0.14171079415337526,0.5002820572528648,0.49416707687344735,7-9,kāntàn,to explore; to survey; to prospect (for oil etc); prospecting,Translation,院子 | 窗子 | 马路 | 过道 | 房间 | 海边 | 屋子 | 路边 | 人行道 | 楼道 | 饭馆 | 山顶,0.25
额外,0,1421,0.17205661451837348,9,0.004855844356445621,0.005830750296670981,0.9992883861467345,7,0.00042802174833491135,0.9988603643983996,0.0028273155103209387,7-9,éwài,extra; added; additional,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
得出,0,1421,0.17203847921887555,2,0.008917270608748501,0.010655390840935215,0.9990863453526605,2,0.00021732363182712315,0.9988690217208334,0.003852463521472469,2,déchū,to obtain (a result); to arrive at (a conclusion),Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,1.0
并行,0,1421,0.17203690489920698,7,0.00851432502752128,0.010178786447355828,0.736528657502446,7,0.24223069069498013,0.49429796680746585,0.28675803306720227,7-9,bìngxíng,"to proceed in parallel; side by side (of two processes, developments, thoughts etc)",Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.5
高额,0,1421,0.17200874195813506,9,-0.0138068465782204,-0.016675111535443647,0.9803897407700239,4,0.016615780747528376,0.9637739600224956,0.04559012433555235,7-9,gāo'é,high quota; large amount,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
发扬光大,0,1421,0.17200410783649078,2,-0.022154786717182323,-0.026757121535099668,0.7212278033746508,2,0.1707344629913634,0.5504933403832873,0.34154274227663917,7-9,fāyáng-guāngdà,to develop and promote; to carry forward; to bring to great height of development,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.75
松绑,0,1421,0.17196837392368786,9,0.007843724885749137,0.00938384518304244,0.9794066710305896,4,0.01616143614141231,0.9632452348891773,0.05017802033288688,7-9,sōngbǎng,to untie; (fig.) to ease restrictions,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,1.0
用处,0,1421,0.17193037699600036,2,-0.04137976347574135,-0.049971357874024416,0.6288861786074349,2,0.3708859237025204,0.2580002549049145,0.2872705488083715,6,yòngchù,usefulness,Translation,害臊 | 心疼 | 羞愧 | 贪玩儿 | 怜惜 | 生气 | 厌烦 | 胆怯 | 惭愧 | 好笑 | 嫉妒 | 闹着玩儿,0.25
通用,0,1421,0.17187752493428005,7,0.010694778146087769,0.01274983091387041,0.9178458867925707,9,0.03182615592599481,0.8860197308665759,0.1745291252924646,5,tōngyòng,"to use anywhere, anytime (card, ticket etc); to be used by everyone (language, textbook etc); (of two or more things) interchangeable",Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
足够,0,1421,0.17187656153969086,8,-0.022411243153975385,-0.02706268427282233,0.8625437441948226,8,0.1339694847530049,0.7285742594418176,0.18127598577197515,3,zúgòu,enough; sufficient,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
宣布,0,1421,0.1718408662981499,9,-0.02251066579726399,-0.027181570402589075,0.8308171428267936,8,0.1664849417173862,0.6643322011094075,0.203987457160775,3,xuānbù,to declare; to announce; to proclaim,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
单边,0,1421,0.17182964602486306,5,0.011971843064197407,0.014249781889763717,0.9824860731207342,8,0.008858719119841277,0.973627354000893,0.046250935623391824,7-9,dānbiān,unilateral,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
振兴,0,1421,0.17182669502134962,9,0.007057581642172489,0.008449857105651446,0.9626211513305193,9,0.020751272049927487,0.9418698792805918,0.08593995095773728,7-9,zhènxīng,"Zhengxing district of Dandong city 丹东市, Liaoning; to revive; to revitalize; to invigorate; to re-energize",Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,1.0
删除,0,1421,0.1718018525509347,4,-0.01695545916693189,-0.020472708396120427,0.7130270613852397,9,0.24376348413119095,0.46926357725404877,0.3153693827258677,7-9,shānchú,to delete; to cancel,Translation,会议 | 招聘 | 聘任 | 申请 | 评审 | 颁奖 | 提交 | 办理 | 诉讼 | 公示 | 仲裁 | 贺信,0.25
粗略,0,1421,0.17171192376297323,8,-0.015736737458127148,-0.018999111431882914,0.991837409076251,8,0.0077691051398874845,0.9840683039363635,0.021391733359374297,7-9,cūlüè,rough (not precise or accurate); cursory,Translation,就算 | 也许 | 不然 | 要不然 | 要不 | 要是 | 好像 | 说不定 | 毕竟 | 也 | 难道 | 当然,1.0
简要,0,1421,0.17167872985292884,9,0.0075190248709122165,0.008995767392083553,0.9999458268880584,7,0.00003170334404752727,0.9999141235440109,0.0002803553849496244,7-9,jiǎnyào,concise; brief,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
分离,0,1421,0.17165593415186423,7,0.007423917249465228,0.008882749039930934,0.53038486519424,7,0.3455880456043609,0.1847968195898791,0.4180279624818324,5,fēnlí,to separate,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,0.25
精简,0,1421,0.17158771285044705,7,-0.001416986293986039,-0.0017104844000584013,0.8232055684427224,7,0.1767310011893938,0.6464745672533286,0.20286483004470057,7-9,jīngjiǎn,to simplify; to reduce,Translation,精致 | 柔软 | 细腻 | 柔和 | 奇特 | 迷人 | 优美 | 古朴 | 别致 | 艳丽 | 明亮 | 坚硬,1.0
交叉,0,1421,0.1715775577358797,7,0.010613052556188635,0.012649110343611315,0.63723082522706,5,0.2350173394771145,0.4022134857499455,0.39638845715888776,7-9,jiāochā,to cross; to intersect; to overlap,Translation,院子 | 窗子 | 马路 | 过道 | 房间 | 海边 | 屋子 | 路边 | 人行道 | 楼道 | 饭馆 | 山顶,0.25
遭遇,0,1421,0.17156386156205472,4,-0.0120523891105562,-0.01454836233156307,0.4550124198544406,4,0.34413337714279263,0.11087904271164795,0.4644441957938065,6,zāoyù,to meet with; to encounter; (bitter) experience,Translation,逮捕 | 讹诈 | 杀害 | 谋害 | 逃跑 | 逃走 | 虐待 | 恐吓 | 迫害 | 骚扰 | 殴打 | 屠杀,0.75
