run,anchor,community,size,representatives,sample,boundary_words,soft_alternatives
pca100-plain-k50-reg0.01-seed44,花,32,203,学费 | 生活费 | 缴纳 | 费用 | 利息 | 退休金 | 交纳 | 款项 | 支出 | 补助 | 零花钱 | 减免,高额 | 消耗 | 发放 | 凭证 | 生活费 | 关税 | 抚养费 | 物资 | 债务 | 筹措 | 抽奖 | 贡献,节衣缩食 | 特权 | 抽奖 | 浪费 | 享 | 人手 | 财物 | 套餐,支票:0.484731 | 收益:0.474897 | 申领:0.444742 | 账户:0.415559 | 换取:0.396731 | 增值:0.375189 | 财富:0.369703 | 买卖:0.355512
pca100-plain-k50-reg0.01-seed44,行,9,207,厚 | 宽 | 粗 | 尺 | 根 | 窄 | 薄 | 长 | 寸 | 斤 | 软 | 重,份 | 分量 | 段 | 番 | 粗 | 格 | 百 | 根 | 颗 | 折 | 团 | 贵,顶 | 裸 | 横 | 体积 | 束 | 透 | 结 | 串,严:0.418114 | 紫:0.386240 | 笔:0.376691 | 青:0.368802 | 黄:0.351916 | 文:0.331794 | 组:0.326564 | 远:0.325752
pca100-plain-k50-reg0.01-seed44,苹果,17,383,米饭 | 汁 | 牛奶 | 豆腐 | 豆浆 | 果汁 | 肉 | 果酱 | 酸奶 | 面条儿 | 橙汁 | 醋,好吃 | 午餐 | 奶 | 糊 | 姜 | 瓶 | 罐 | 贮藏 | 皮 | 酱 | 馒头 | 葡萄酒,洗 | 粘 | 闷 | 灌 | 浇 | 充 | 再生 | 耗,稀:0.486411 | 脂肪:0.442406 | 羊:0.434411 | 丝:0.428390 | 草:0.427907 | 饮食:0.423495 | 厨师:0.404822 | 野:0.403186
pca100-plain-k50-reg0.01-seed45,猫,16,246,蛇 | 虫子 | 树叶 | 蜜蜂 | 鸽子 | 猫 | 青蛙 | 桃树 | 翠绿 | 松树 | 树梢 | 鸟,鸟 | 柏树 | 灰色 | 鹰 | 野生 | 母鸡 | 桃树 | 花卉 | 神 | 开花 | 猴 | 光泽,栽 | 大棚 | 明媚 | 酷 | 无敌 | 晶莹 | 果园 | 末日,大地:0.437433 | 火焰:0.389867 | 鹏程万里:0.368185 | 黑色:0.367168 | 云:0.336113 | 树枝:0.322360 | 天堂:0.315128 | 匹:0.314631
pca100-plain-k50-reg0.01-seed45,狗,16,246,蛇 | 虫子 | 树叶 | 蜜蜂 | 鸽子 | 猫 | 青蛙 | 桃树 | 翠绿 | 松树 | 树梢 | 鸟,鸟 | 柏树 | 灰色 | 鹰 | 野生 | 母鸡 | 桃树 | 花卉 | 神 | 开花 | 猴 | 光泽,栽 | 大棚 | 明媚 | 酷 | 无敌 | 晶莹 | 果园 | 末日,大地:0.437433 | 火焰:0.389867 | 鹏程万里:0.368185 | 黑色:0.367168 | 云:0.336113 | 树枝:0.322360 | 天堂:0.315128 | 匹:0.314631
pca100-plain-k50-reg0.01-seed45,鸟,16,246,蛇 | 虫子 | 树叶 | 蜜蜂 | 鸽子 | 猫 | 青蛙 | 桃树 | 翠绿 | 松树 | 树梢 | 鸟,鸟 | 柏树 | 灰色 | 鹰 | 野生 | 母鸡 | 桃树 | 花卉 | 神 | 开花 | 猴 | 光泽,栽 | 大棚 | 明媚 | 酷 | 无敌 | 晶莹 | 果园 | 末日,大地:0.437433 | 火焰:0.389867 | 鹏程万里:0.368185 | 黑色:0.367168 | 云:0.336113 | 树枝:0.322360 | 天堂:0.315128 | 匹:0.314631
pca100-plain-k50-reg0.01-seed45,牛奶,26,344,米饭 | 汁 | 豆腐 | 豆浆 | 牛奶 | 酸奶 | 果汁 | 橙汁 | 面条儿 | 果酱 | 醋 | 肉,好吃 | 午餐 | 奶 | 糊 | 姜 | 瓶 | 口 | 罐 | 贮藏 | 皮 | 酱 | 馒头,粘 | 再生 | 灌 | 宰 | 充 | 锈 | 混 | 浇,氧:0.468369 | 丰盛:0.432996 | 药水:0.432643 | 菊花:0.415531 | 耐:0.403401 | 缸:0.392306 | 鸡:0.391529 | 易拉罐:0.387322
pca100-plain-k50-reg0.01-seed45,米饭,26,344,米饭 | 汁 | 豆腐 | 豆浆 | 牛奶 | 酸奶 | 果汁 | 橙汁 | 面条儿 | 果酱 | 醋 | 肉,好吃 | 午餐 | 奶 | 糊 | 姜 | 瓶 | 口 | 罐 | 贮藏 | 皮 | 酱 | 馒头,粘 | 再生 | 灌 | 宰 | 充 | 锈 | 混 | 浇,氧:0.468369 | 丰盛:0.432996 | 药水:0.432643 | 菊花:0.415531 | 耐:0.403401 | 缸:0.392306 | 鸡:0.391529 | 易拉罐:0.387322
pca100-plain-k50-reg0.01-seed45,咖啡,26,344,米饭 | 汁 | 豆腐 | 豆浆 | 牛奶 | 酸奶 | 果汁 | 橙汁 | 面条儿 | 果酱 | 醋 | 肉,好吃 | 午餐 | 奶 | 糊 | 姜 | 瓶 | 口 | 罐 | 贮藏 | 皮 | 酱 | 馒头,粘 | 再生 | 灌 | 宰 | 充 | 锈 | 混 | 浇,氧:0.468369 | 丰盛:0.432996 | 药水:0.432643 | 菊花:0.415531 | 耐:0.403401 | 缸:0.392306 | 鸡:0.391529 | 易拉罐:0.387322
pca100-plain-k50-reg0.01-seed45,医生,9,243,炎症 | 病症 | 急性 | 治疗 | 疼痛 | 出血 | 疾病 | 症状 | 慢性 | 发炎 | 肿瘤 | 腹泻,睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 变异 | 肾 | 监护,鼻涕 | 晕倒 | 抽烟 | 身心 | 疼 | 咳 | 吸毒 | 变异,青春期:0.473051 | 痛:0.462533 | 孕妇:0.411037 | 指甲:0.388276 | 上瘾:0.305670 | 尿:0.300538 | 松弛:0.293193 | 器械:0.283078
pca100-plain-k50-reg0.01-seed45,感冒,9,243,炎症 | 病症 | 急性 | 治疗 | 疼痛 | 出血 | 疾病 | 症状 | 慢性 | 发炎 | 肿瘤 | 腹泻,睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 变异 | 肾 | 监护,鼻涕 | 晕倒 | 抽烟 | 身心 | 疼 | 咳 | 吸毒 | 变异,青春期:0.473051 | 痛:0.462533 | 孕妇:0.411037 | 指甲:0.388276 | 上瘾:0.305670 | 尿:0.300538 | 松弛:0.293193 | 器械:0.283078
pca100-plain-k50-reg0.01-seed45,医院,9,243,炎症 | 病症 | 急性 | 治疗 | 疼痛 | 出血 | 疾病 | 症状 | 慢性 | 发炎 | 肿瘤 | 腹泻,睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 变异 | 肾 | 监护,鼻涕 | 晕倒 | 抽烟 | 身心 | 疼 | 咳 | 吸毒 | 变异,青春期:0.473051 | 痛:0.462533 | 孕妇:0.411037 | 指甲:0.388276 | 上瘾:0.305670 | 尿:0.300538 | 松弛:0.293193 | 器械:0.283078
pca100-plain-k50-reg0.01-seed45,学校,19,220,补习 | 课程 | 考试 | 自学 | 外语 | 选修 | 高中 | 入学 | 研究生 | 初中 | 学生 | 大学,复习 | 从业 | 校长 | 写作 | 求职 | 题目 | 高等 | 考生 | 留学生 | 硕士 | 背诵 | 函授,擅长 | 方言 | 技巧 | 流利 | 熟练 | 打工 | 口音 | 致富,公费:0.457248 | 要领:0.448842 | 英文:0.421914 | 课题:0.387899 | 博士:0.355097 | 懂:0.329143 | 词汇:0.321548 | 社团:0.311317
pca100-plain-k50-reg0.01-seed45,老师,39,331,妹妹 | 母亲 | 姑姑 | 姐姐 | 舅舅 | 哥哥 | 父亲 | 女儿 | 闺女 | 媳妇 | 儿子 | 嫂子,大伙儿 | 华裔 | 生平 | 情侣 | 老板 | 爷爷 | 父亲 | 偶像 | 新娘 | 女孩儿 | 夫人 | 家伙,青春期 | 富裕 | 宫廷 | 孕妇 | 大伙儿 | 风流 | 老年 | 失恋,商贾:0.461929 | 分手:0.452752 | 国王:0.397362 | 人家:0.394583 | 人群:0.392124 | 怀孕:0.389892 | 圈子:0.374503 | 杀手:0.369229
pca100-plain-k50-reg0.01-seed45,银行,48,276,利息 | 费用 | 支出 | 租金 | 手续费 | 学费 | 房租 | 数额 | 缴纳 | 开支 | 款项 | 贷款,高额 | 消耗 | 劳务 | 货币 | 保障 | 生活费 | 关税 | 抚养费 | 债务 | 筹措 | 档次 | 贡献,浪费 | 人手 | 生意 | 手头 | 拿走 | 收获 | 自理 | 量,慈善:0.470289 | 数目:0.460761 | 美金:0.435841 | 付费:0.421429 | 数量:0.406623 | 总量:0.399150 | 话费:0.383909 | 总数:0.379832
pca100-plain-k50-reg0.01-seed45,合同,22,185,制定 | 规定 | 制订 | 实施 | 颁布 | 修订 | 协议 | 撤销 | 批准 | 签署 | 订立 | 履行,协议书 | 采取 | 独立 | 限定 | 合同 | 驳回 | 原告 | 拟 | 兴建 | 开通 | 冻结 | 意向,顺序 | 被告 | 起诉 | 索赔 | 提起 | 中断 | 建立 | 异议,条约:0.476796 | 要求:0.439711 | 试点:0.401992 | 删除:0.398877 | 出具:0.388869 | 原则:0.357935 | 召开:0.354285 | 标准:0.353826
pca100-plain-k50-reg0.01-seed45,工资,48,276,利息 | 费用 | 支出 | 租金 | 手续费 | 学费 | 房租 | 数额 | 缴纳 | 开支 | 款项 | 贷款,高额 | 消耗 | 劳务 | 货币 | 保障 | 生活费 | 关税 | 抚养费 | 债务 | 筹措 | 档次 | 贡献,浪费 | 人手 | 生意 | 手头 | 拿走 | 收获 | 自理 | 量,慈善:0.470289 | 数目:0.460761 | 美金:0.435841 | 付费:0.421429 | 数量:0.406623 | 总量:0.399150 | 话费:0.383909 | 总数:0.379832
pca100-plain-k50-reg0.01-seed45,火车,7,222,火车 | 行驶 | 车辆 | 公交车 | 列车 | 慢车 | 公共汽车 | 货车 | 大巴 | 堵车 | 电车 | 骑车,军舰 | 艘 | 堵车 | 沿途 | 码头 | 运送 | 飞行 | 海运 | 货物 | 物资 | 让座 | 路,奔跑 | 携带 | 走路 | 爬山 | 旅程 | 标致 | 转机 | 来回,帆船:0.437072 | 海关:0.429361 | 加油站:0.408365 | 桥:0.404158 | 停车场:0.394860 | 地铁站:0.382589 | 飞往:0.373587 | 轮椅:0.350272
pca100-plain-k50-reg0.01-seed45,飞机,7,222,火车 | 行驶 | 车辆 | 公交车 | 列车 | 慢车 | 公共汽车 | 货车 | 大巴 | 堵车 | 电车 | 骑车,军舰 | 艘 | 堵车 | 沿途 | 码头 | 运送 | 飞行 | 海运 | 货物 | 物资 | 让座 | 路,奔跑 | 携带 | 走路 | 爬山 | 旅程 | 标致 | 转机 | 来回,帆船:0.437072 | 海关:0.429361 | 加油站:0.408365 | 桥:0.404158 | 停车场:0.394860 | 地铁站:0.382589 | 飞往:0.373587 | 轮椅:0.350272
pca100-plain-k50-reg0.01-seed45,足球,45,187,决赛 | 比赛 | 冠军 | 选手 | 田径 | 夺冠 | 预赛 | 亚军 | 半决赛 | 单打 | 乒乓球 | 网球,队 | 脱颖而出 | 联赛 | 起跑线 | 胜负 | 扑克 | 划船 | 进场 | 勋章 | 俱乐部 | 搭档 | 铜牌,泰斗 | 队形 | 一流 | 进场 | 拿手 | 勋章 | 得手 | 知名,防守:0.471425 | 杯:0.383701 | 领队:0.341458 | 大腕儿:0.336288 | 替身:0.335305 | 小组:0.312364 | 赛车:0.283565 | 火炬:0.275968
pca100-plain-k50-reg0.01-seed45,篮球,45,187,决赛 | 比赛 | 冠军 | 选手 | 田径 | 夺冠 | 预赛 | 亚军 | 半决赛 | 单打 | 乒乓球 | 网球,队 | 脱颖而出 | 联赛 | 起跑线 | 胜负 | 扑克 | 划船 | 进场 | 勋章 | 俱乐部 | 搭档 | 铜牌,泰斗 | 队形 | 一流 | 进场 | 拿手 | 勋章 | 得手 | 知名,防守:0.471425 | 杯:0.383701 | 领队:0.341458 | 大腕儿:0.336288 | 替身:0.335305 | 小组:0.312364 | 赛车:0.283565 | 火炬:0.275968
pca100-plain-k50-reg0.01-seed45,软件,20,304,设备 | 产品 | 应用 | 生产 | 技术 | 研发 | 新型 | 产业 | 工艺 | 配件 | 业务 | 部件,微观 | 主流 | 改造 | 单元 | 用途 | 研制 | 改装 | 全国 | 集团 | 达标 | 房地产 | 转换,袖珍 | 实验 | 范畴 | 对象 | 振兴 | 新款 | 零件 | 修理,销售:0.469585 | 模式:0.405122 | 发展:0.400605 | 家电:0.396676 | 原料:0.393774 | 机制:0.376448 | 实验室:0.376395 | 档次:0.358737
pca100-plain-k50-reg0.01-seed45,电脑,10,248,椅子 | 凳子 | 柜子 | 箱子 | 钳子 | 窗子 | 桌子 | 衣架 | 窗帘 | 水壶 | 杯子 | 电铃,剪刀 | 闸 | 放水 | 导弹 | 电线 | 燃放 | 屏幕 | 口子 | 铲子 | 窗子 | 照明 | 鼓,口哨 | 燃油 | 通讯 | 燃料 | 放水 | 供暖 | 包袱 | 把手,电视:0.488275 | 花瓶:0.459474 | 砖:0.438853 | 口袋:0.426517 | 充电:0.426244 | 装置:0.412978 | 电池:0.404523 | 摆设:0.378737
pca100-plain-k50-reg0.01-seed45,政策,22,185,制定 | 规定 | 制订 | 实施 | 颁布 | 修订 | 协议 | 撤销 | 批准 | 签署 | 订立 | 履行,协议书 | 采取 | 独立 | 限定 | 合同 | 驳回 | 原告 | 拟 | 兴建 | 开通 | 冻结 | 意向,顺序 | 被告 | 起诉 | 索赔 | 提起 | 中断 | 建立 | 异议,条约:0.476796 | 要求:0.439711 | 试点:0.401992 | 删除:0.398877 | 出具:0.388869 | 原则:0.357935 | 召开:0.354285 | 标准:0.353826
pca100-plain-k50-reg0.01-seed45,法律,18,320,公民 | 警察 | 军人 | 民众 | 军官 | 士兵 | 医务 | 干部 | 外交官 | 法官 | 群众 | 议员,民主 | 共同体 | 事业 | 模范 | 听众 | 核武器 | 舆论 | 民族 | 宇航员 | 医务 | 情报 | 条约,核武器 | 堡垒 | 清洁工 | 管家 | 队长 | 现实 | 爱国 | 客人,大家庭:0.428762 | 官:0.424188 | 班长:0.414266 | 国际:0.412236 | 护士:0.402778 | 上级:0.401084 | 贵族:0.394781 | 战争:0.391674
pca100-plain-k50-reg0.01-seed45,快乐,28,162,快乐 | 幸福 | 向往 | 甜蜜 | 想念 | 怀念 | 喜悦 | 牵挂 | 欢乐 | 思念 | 美好 | 安逸,人生 | 过瘾 | 安静 | 心 | 恩情 | 放心 | 挂念 | 和睦 | 亲情 | 渴望 | 美好 | 生活,和睦 | 着迷 | 安静 | 爽快 | 美滋滋 | 挂念 | 轻松 | 感触,欢快:0.463376 | 记忆犹新:0.390420 | 感想:0.333508 | 友谊:0.323857 | 一心:0.321517 | 心中:0.275898 | 真挚:0.269465 | 满意:0.266386
pca100-plain-k50-reg0.01-seed45,悲伤,41,269,沮丧 | 羞愧 | 气愤 | 难过 | 苦恼 | 厌烦 | 茫然 | 诧异 | 惭愧 | 心疼 | 惊讶 | 伤心,自卑 | 枯燥 | 大吃一惊 | 折磨 | 遗憾 | 恐慌 | 恍然大悟 | 压抑 | 尴尬 | 慌 | 万分 | 耻笑,偏见 | 艰苦 | 不理 | 发火 | 目瞪口呆 | 严峻 | 繁忙 | 苦难,累:0.401754 | 可怜:0.395051 | 喜悦:0.373859 | 受惊:0.351004 | 费劲:0.347415 | 仇:0.332353 | 惊:0.323187 | 悲剧:0.322385
pca100-plain-k50-reg0.01-seed45,为什么,15,687,就算 | 也许 | 只不过 | 毕竟 | 当然 | 何况 | 也 | 但是 | 确实 | 恐怕 | 似乎 | 难道,当然 | 愈来愈 | 首先 | 无论如何 | 在于 | 据此 | 一经 | 所谓 | 一旦 | 潜在 | 最好 | 归结,没错 | 别的 | 说真的 | 了 | 一贯 | 当真 | 想起 | 那,碰巧:0.488961 | 免得:0.471822 | 迄今为止:0.466708 | 而已:0.461553 | 再说:0.454820 | 正在:0.453785 | 一点儿:0.451658 | 好多:0.449167
pca100-plain-k50-reg0.01-seed45,可以,15,687,就算 | 也许 | 只不过 | 毕竟 | 当然 | 何况 | 也 | 但是 | 确实 | 恐怕 | 似乎 | 难道,当然 | 愈来愈 | 首先 | 无论如何 | 在于 | 据此 | 一经 | 所谓 | 一旦 | 潜在 | 最好 | 归结,没错 | 别的 | 说真的 | 了 | 一贯 | 当真 | 想起 | 那,碰巧:0.488961 | 免得:0.471822 | 迄今为止:0.466708 | 而已:0.461553 | 再说:0.454820 | 正在:0.453785 | 一点儿:0.451658 | 好多:0.449167
pca100-plain-k50-reg0.01-seed45,花,16,246,蛇 | 虫子 | 树叶 | 蜜蜂 | 鸽子 | 猫 | 青蛙 | 桃树 | 翠绿 | 松树 | 树梢 | 鸟,鸟 | 柏树 | 灰色 | 鹰 | 野生 | 母鸡 | 桃树 | 花卉 | 神 | 开花 | 猴 | 光泽,栽 | 大棚 | 明媚 | 酷 | 无敌 | 晶莹 | 果园 | 末日,大地:0.437433 | 火焰:0.389867 | 鹏程万里:0.368185 | 黑色:0.367168 | 云:0.336113 | 树枝:0.322360 | 天堂:0.315128 | 匹:0.314631
pca100-plain-k50-reg0.01-seed45,行,47,231,尺 | 根 | 厚 | 宽 | 粗 | 斤 | 块 | 横 | 寸 | 格 | 米 | 窄,座 | 份 | 〇 | 段 | 番 | 产 | 限 | 粗 | 格 | 百 | 点 | 根,扁 | 斜 | 凹 | 隔 | 裸 | 叉 | 横 | 顶,弯:0.419480 | 文:0.382954 | 级:0.363549 | 串:0.352503 | 俊:0.345706 | 缩:0.338521 | 排:0.331970 | 以上:0.328288
pca100-plain-k50-reg0.01-seed45,苹果,26,344,米饭 | 汁 | 豆腐 | 豆浆 | 牛奶 | 酸奶 | 果汁 | 橙汁 | 面条儿 | 果酱 | 醋 | 肉,好吃 | 午餐 | 奶 | 糊 | 姜 | 瓶 | 口 | 罐 | 贮藏 | 皮 | 酱 | 馒头,粘 | 再生 | 灌 | 宰 | 充 | 锈 | 混 | 浇,氧:0.468369 | 丰盛:0.432996 | 药水:0.432643 | 菊花:0.415531 | 耐:0.403401 | 缸:0.392306 | 鸡:0.391529 | 易拉罐:0.387322
pca100-plain-k50-reg0.01-seed46,猫,48,266,蛇 | 鹅 | 桃树 | 虫子 | 羊 | 松树 | 柏树 | 猫 | 鸟 | 公鸡 | 青蛙 | 柳树,份 | 鸟 | 柏树 | 番 | 鹰 | 野生 | 格 | 母鸡 | 百 | 根 | 颗 | 桃树,栽 | 平方米 | 大棚 | 魔鬼 | 亮 | 鬼 | 列 | 毫米,陨石:0.436109 | 吨:0.405016 | 神仙:0.395102 | 角:0.371435 | 邪:0.353857 | 菩萨:0.347056 | 耕地:0.346208 | 灰:0.346050
pca100-plain-k50-reg0.01-seed46,狗,48,266,蛇 | 鹅 | 桃树 | 虫子 | 羊 | 松树 | 柏树 | 猫 | 鸟 | 公鸡 | 青蛙 | 柳树,份 | 鸟 | 柏树 | 番 | 鹰 | 野生 | 格 | 母鸡 | 百 | 根 | 颗 | 桃树,栽 | 平方米 | 大棚 | 魔鬼 | 亮 | 鬼 | 列 | 毫米,陨石:0.436109 | 吨:0.405016 | 神仙:0.395102 | 角:0.371435 | 邪:0.353857 | 菩萨:0.347056 | 耕地:0.346208 | 灰:0.346050
pca100-plain-k50-reg0.01-seed46,鸟,48,266,蛇 | 鹅 | 桃树 | 虫子 | 羊 | 松树 | 柏树 | 猫 | 鸟 | 公鸡 | 青蛙 | 柳树,份 | 鸟 | 柏树 | 番 | 鹰 | 野生 | 格 | 母鸡 | 百 | 根 | 颗 | 桃树,栽 | 平方米 | 大棚 | 魔鬼 | 亮 | 鬼 | 列 | 毫米,陨石:0.436109 | 吨:0.405016 | 神仙:0.395102 | 角:0.371435 | 邪:0.353857 | 菩萨:0.347056 | 耕地:0.346208 | 灰:0.346050
pca100-plain-k50-reg0.01-seed46,牛奶,49,347,米饭 | 汁 | 豆腐 | 面条儿 | 豆浆 | 醋 | 牛奶 | 橙汁 | 果酱 | 肉 | 酸奶 | 果汁,放水 | 好吃 | 奶 | 糊 | 姜 | 口 | 皮 | 酱 | 馒头 | 葡萄酒 | 闷 | 充,粘 | 涂 | 洗 | 液体 | 再生 | 渗 | 氧 | 灌,营养:0.452796 | 菊花:0.423589 | 喜糖:0.419966 | 沐浴露:0.416936 | 胶水:0.410094 | 黄:0.408073 | 气味:0.400137 | 玫瑰:0.397486
pca100-plain-k50-reg0.01-seed46,米饭,49,347,米饭 | 汁 | 豆腐 | 面条儿 | 豆浆 | 醋 | 牛奶 | 橙汁 | 果酱 | 肉 | 酸奶 | 果汁,放水 | 好吃 | 奶 | 糊 | 姜 | 口 | 皮 | 酱 | 馒头 | 葡萄酒 | 闷 | 充,粘 | 涂 | 洗 | 液体 | 再生 | 渗 | 氧 | 灌,营养:0.452796 | 菊花:0.423589 | 喜糖:0.419966 | 沐浴露:0.416936 | 胶水:0.410094 | 黄:0.408073 | 气味:0.400137 | 玫瑰:0.397486
pca100-plain-k50-reg0.01-seed46,咖啡,49,347,米饭 | 汁 | 豆腐 | 面条儿 | 豆浆 | 醋 | 牛奶 | 橙汁 | 果酱 | 肉 | 酸奶 | 果汁,放水 | 好吃 | 奶 | 糊 | 姜 | 口 | 皮 | 酱 | 馒头 | 葡萄酒 | 闷 | 充,粘 | 涂 | 洗 | 液体 | 再生 | 渗 | 氧 | 灌,营养:0.452796 | 菊花:0.423589 | 喜糖:0.419966 | 沐浴露:0.416936 | 胶水:0.410094 | 黄:0.408073 | 气味:0.400137 | 玫瑰:0.397486
pca100-plain-k50-reg0.01-seed46,医生,29,246,炎症 | 病症 | 疼痛 | 急性 | 治疗 | 出血 | 疾病 | 症状 | 慢性 | 腹泻 | 发炎 | 肿瘤,秘方 | 睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 肾 | 胀,鲜血 | 鼻涕 | 晕倒 | 疼 | 胀 | 痛 | 人身 | 头部,婴儿:0.460652 | 汗:0.321887 | 消毒:0.282623 | 再生:0.273724 | 筋:0.256131 | 成人:0.254660 | 松弛:0.248556 | 尿:0.247067
pca100-plain-k50-reg0.01-seed46,感冒,29,246,炎症 | 病症 | 疼痛 | 急性 | 治疗 | 出血 | 疾病 | 症状 | 慢性 | 腹泻 | 发炎 | 肿瘤,秘方 | 睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 肾 | 胀,鲜血 | 鼻涕 | 晕倒 | 疼 | 胀 | 痛 | 人身 | 头部,婴儿:0.460652 | 汗:0.321887 | 消毒:0.282623 | 再生:0.273724 | 筋:0.256131 | 成人:0.254660 | 松弛:0.248556 | 尿:0.247067
pca100-plain-k50-reg0.01-seed46,医院,29,246,炎症 | 病症 | 疼痛 | 急性 | 治疗 | 出血 | 疾病 | 症状 | 慢性 | 腹泻 | 发炎 | 肿瘤,秘方 | 睡眠 | 切除 | 恶性 | 忌口 | 血 | 发炎 | 激素 | 心脏 | 视力 | 肾 | 胀,鲜血 | 鼻涕 | 晕倒 | 疼 | 胀 | 痛 | 人身 | 头部,婴儿:0.460652 | 汗:0.321887 | 消毒:0.282623 | 再生:0.273724 | 筋:0.256131 | 成人:0.254660 | 松弛:0.248556 | 尿:0.247067
pca100-plain-k50-reg0.01-seed46,学校,19,205,补习 | 课程 | 考试 | 自学 | 选修 | 外语 | 复习 | 高中 | 入学 | 初中 | 研究生 | 大学,复习 | 从业 | 写作 | 求职 | 题目 | 高等 | 考生 | 硕士 | 刻苦 | 背诵 | 函授 | 参军,出口成章 | 擅长 | 要领 | 熟练 | 流利 | 打工 | 口音 | 刻苦,技能:0.488051 | 朗读:0.450328 | 国学:0.392061 | 人才:0.360798 | 英文:0.359553 | 手册:0.359075 | 笔记:0.323780 | 中文:0.318712
pca100-plain-k50-reg0.01-seed46,老师,21,330,妹妹 | 姑姑 | 姐姐 | 舅舅 | 哥哥 | 母亲 | 父亲 | 嫂子 | 女儿 | 媳妇 | 闺女 | 爸爸,大伙儿 | 情侣 | 老板 | 绯闻 | 爷爷 | 父亲 | 偶像 | 新娘 | 女孩儿 | 分手 | 夫人 | 家伙,绅士 | 失恋 | 大伙儿 | 人家 | 生育 | 婴儿 | 成人 | 风流,您:0.433421 | 贵族:0.427690 | 普通人:0.425238 | 他们:0.367517 | 富豪:0.363776 | 生平:0.350132 | 君子:0.340502 | 同人:0.332120
pca100-plain-k50-reg0.01-seed46,银行,18,422,产品 | 业务 | 产业 | 企业 | 行业 | 市场 | 生产 | 成本 | 销售 | 研发 | 创新 | 技术,供求 | 主流 | 百分比 | 货币 | 单元 | 用途 | 产 | 次数 | 独立 | 研制 | 保障 | 改装,改装 | 仿 | 层次 | 程度 | 种 | 金额 | 均衡 | 先进,容量:0.463242 | 整合:0.460249 | 试点:0.453136 | 增长:0.436789 | 总体:0.433239 | 季度:0.431993 | 升值:0.418502 | 移动:0.414245
pca100-plain-k50-reg0.01-seed46,合同,35,201,批准 | 制定 | 制订 | 实施 | 颁布 | 签署 | 设立 | 规定 | 申请 | 撤销 | 修订 | 提交,展开 | 协议书 | 改造 | 采取 | 限定 | 公告 | 合同 | 提交 | 达标 | 兴建 | 开通 | 冻结,无效 | 限制 | 建立 | 封顶 | 资格 | 展开 | 下令 | 合格,允许:0.453340 | 开启:0.412120 | 通知书:0.387212 | 决议:0.374762 | 协定:0.368352 | 兑现:0.366336 | 召集:0.357770 | 发出:0.355876
pca100-plain-k50-reg0.01-seed46,工资,7,210,学费 | 缴纳 | 利息 | 交纳 | 生活费 | 零花钱 | 费用 | 房租 | 退休金 | 钱 | 手续费 | 返还,高额 | 赔 | 消耗 | 发放 | 生活费 | 抚养费 | 债务 | 筹措 | 折 | 贡献 | 钱 | 中奖,攒 | 发财 | 做生意 | 卖 | 挣钱 | 累积 | 收获 | 赔钱,回扣:0.421414 | 金额:0.416602 | 关税:0.409232 | 外币:0.386352 | 成本:0.363076 | 抽奖:0.353247 | 透支:0.348508 | 养老:0.341244
pca100-plain-k50-reg0.01-seed46,火车,5,229,火车 | 行驶 | 车辆 | 列车 | 公交车 | 货车 | 慢车 | 公共汽车 | 大巴 | 电车 | 堵车 | 出租车,军舰 | 闸 | 艘 | 堵车 | 导弹 | 沿途 | 核武器 | 码头 | 运送 | 飞行 | 海运 | 货物,核武器 | 站 | 门票 | 路边 | 骑车 | 旅途 | 前进 | 传递,公务:0.433863 | 车轴:0.405417 | 赛车:0.394236 | 通往:0.354195 | 途中:0.322285 | 机舱:0.322062 | 加油站:0.321307 | 地铁站:0.309721
pca100-plain-k50-reg0.01-seed46,飞机,5,229,火车 | 行驶 | 车辆 | 列车 | 公交车 | 货车 | 慢车 | 公共汽车 | 大巴 | 电车 | 堵车 | 出租车,军舰 | 闸 | 艘 | 堵车 | 导弹 | 沿途 | 核武器 | 码头 | 运送 | 飞行 | 海运 | 货物,核武器 | 站 | 门票 | 路边 | 骑车 | 旅途 | 前进 | 传递,公务:0.433863 | 车轴:0.405417 | 赛车:0.394236 | 通往:0.354195 | 途中:0.322285 | 机舱:0.322062 | 加油站:0.321307 | 地铁站:0.309721
pca100-plain-k50-reg0.01-seed46,足球,22,184,决赛 | 比赛 | 冠军 | 预赛 | 夺冠 | 选手 | 半决赛 | 亚军 | 单打 | 田径 | 银牌 | 乒乓球,队 | 脱颖而出 | 联赛 | 起跑线 | 胜负 | 扑克 | 进场 | 勋章 | 俱乐部 | 搭档 | 铜牌 | 帆船,拿手 | 健美 | 皮球 | 筹码 | 队形 | 天平 | 落下 | 半边天,替身:0.320353 | 禁区:0.301168 | 下场:0.284868 | 滑雪:0.276481 | 领军:0.249840 | 重量级:0.247283 | 杀手:0.239526 | 元老:0.224170
